"teststat","gene","pFdr"
68.2049441966017,"ATP1B3",9.97071929221369e-15
26.8277967397225,"ATP2A1",9.96919747720595e-07
16.4277729664263,"ATP2A3",0.000131305719416399
16.7524718791265,"ATP2B1",0.000113277699900852
19.5719223863363,"ATP2B2",2.98386633283269e-05
9.81807428108579,"ACOX1",0.00316995165099531
49.2919150482933,"AMDHD2",4.04276739060085e-11
29.6326502490226,"ADIPOR1",3.15364919470753e-07
178.309916930278,"AADAT",3.0503094260271e-33
31.8816253647785,"ATP6V1D",1.1265587271477e-07
28.521519008722,"ATP6V1H",5.03462294792995e-07
19.3966817302351,"ACSL5",3.22706960408241e-05
5.97755174069816,"ATP6V1B1",0.0234512891125349
12.1674953021075,"ATP6V1C1",0.00097718771823264
10.0358531179478,"ATP6V1E1",0.00286232786591409
59.6193199471163,"ATP6V1G2",4.15487767134758e-13
11.7110676291084,"A4GALT",0.00122340594560494
12.1902254947611,"ATR",0.000972830964026707
5.33732657866711,"AVP",0.0330210282907256
54.8582087343331,"ADI1",3.14991898303222e-12
19.1790269318122,"AGPAT5",3.56624275145156e-05
13.887133514933,"AGK",0.000446496560185261
13.1180790465805,"ACSS2",0.000632377751014156
82.0213602978037,"AGPAT4",3.1139274955288e-17
30.1683410937607,"AKR1B10",2.46730768274515e-07
15.6620991357471,"ALDH18A1",0.000187596025288209
16.8601677192046,"ACTB",0.000108212805906811
16.4738937899219,"ACSM3",0.000129412166754904
44.7261297990902,"AZI2",3.06484472020214e-10
14.8659672372149,"AGXT2",0.00027766689078288
12.500938597034,"AACS",0.000845832053753064
110.594460554087,"ADAM17",3.22135940992407e-22
15.2869965036721,"ALG8",0.000225495699299936
21.0769758129773,"ADIPOR2",1.45888463105264e-05
27.8403054802769,"AGMAT",6.73650565667054e-07
6.50458051168506,"ACSBG2",0.0178166496346806
140.418915749193,"ACOX2",3.28228726211643e-27
43.5032261211318,"ACOX3",5.23228747907174e-10
78.3016055124027,"AXIN2",1.3450517983077e-16
107.741152960555,"APH1B",8.9498888740752e-22
17.222979766857,"ACSS1",9.16376885784316e-05
4.78354575612494,"ALG10",0.0432385864296764
8.23265229256824,"ALG2",0.0071851150037744
27.3652062214046,"AOC3",8.22449963592834e-07
5.86081778816526,"AKR1C3",0.0248809816110294
24.9989132140926,"ALDH4A1",2.34038998902591e-06
8.58908737564373,"B3GALT4",0.0059647467372998
91.0010672802301,"ATP6V1E2",7.77534603240598e-19
9.34407273410411,"ATG12",0.00402833225081162
23.4232249999353,"ACVR2A",4.88080206270966e-06
7.09774277400429,"ATP6V1F",0.0130042856102893
5.74189452292811,"ACVR2B",0.0264352872883072
23.0525411121976,"ADIPOQ",5.80347441121827e-06
9.30744022800153,"ATG5",0.00408025751371667
43.7381336402948,"ACY1",4.77955530302918e-10
63.5239836081405,"ATP6V1G1",7.70255715558332e-14
13.8815382718112,"ACYP1",0.000446496560185261
34.6057147645838,"ACYP2",3.12482894219317e-08
