base_gene_src	base_id_src	base_gene_dest	base_id_dest	pathway
6772	ENTREZID	4170	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	4170	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	4170	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6772	ENTREZID	5292	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	5292	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	5292	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6772	ENTREZID	595	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	595	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	595	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6772	ENTREZID	1026	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	1026	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	1026	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6772	ENTREZID	598	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	598	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	598	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6772	ENTREZID	316	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	316	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	316	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6772	ENTREZID	2670	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	2670	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6774	ENTREZID	2670	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
1387	ENTREZID	6772	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
1387	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
1387	ENTREZID	6774	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
10401	ENTREZID	6772	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
10401	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
10401	ENTREZID	6774	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
2273	ENTREZID	6772	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
2273	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
2273	ENTREZID	6774	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5771	ENTREZID	6772	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5771	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5771	ENTREZID	6774	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
7297	ENTREZID	5290	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5781	ENTREZID	6654	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
7297	ENTREZID	5781	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5777	ENTREZID	7297	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5771	ENTREZID	7297	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
3717	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
1438	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
6776	ENTREZID	6776	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
1437	ENTREZID	3717	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
1437	ENTREZID	1438	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
10254	ENTREZID	7297	ENTREZID	Environmental Information Processing-Signal transduction-JAK-STAT signaling pathway
5923	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10368	ENTREZID	5923	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
11221	ENTREZID	5594	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1845	ENTREZID	5594	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5495	ENTREZID	6885	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
9448	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5594	ENTREZID	100137049	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5594	ENTREZID	3925	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5594	ENTREZID	4137	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1147	ENTREZID	4790	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
9020	ENTREZID	4790	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4214	ENTREZID	1147	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1326	ENTREZID	1147	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6885	ENTREZID	1147	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6885	ENTREZID	9020	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1326	ENTREZID	9020	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5594	ENTREZID	8649	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5594	ENTREZID	4149	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5605	ENTREZID	5594	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5594	ENTREZID	2005	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
8649	ENTREZID	5605	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
8649	ENTREZID	5604	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
369	ENTREZID	5605	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4214	ENTREZID	5605	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1326	ENTREZID	5605	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5894	ENTREZID	5605	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
673	ENTREZID	5605	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1326	ENTREZID	5604	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4214	ENTREZID	5604	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5578	ENTREZID	5894	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
22800	ENTREZID	673	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5921	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4763	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5578	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5566	ENTREZID	5906	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
9693	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
2768	ENTREZID	5922	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5922	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
22800	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10125	ENTREZID	22800	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10368	ENTREZID	10125	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6654	ENTREZID	2885	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
2885	ENTREZID	1436	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1435	ENTREZID	1436	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5598	ENTREZID	3164	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	994	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
8986	ENTREZID	468	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	8986	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7867	ENTREZID	468	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	7867	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7867	ENTREZID	3315	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	4208	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	4149	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	1649	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	2005	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5599	ENTREZID	7157	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	2002	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	1386	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1432	ENTREZID	8550	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5608	ENTREZID	1432	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1845	ENTREZID	1432	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
11221	ENTREZID	1432	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5536	ENTREZID	4217	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5494	ENTREZID	5608	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4217	ENTREZID	5608	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
9064	ENTREZID	5608	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
51347	ENTREZID	5608	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4216	ENTREZID	5608	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6885	ENTREZID	5608	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4217	ENTREZID	5606	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6885	ENTREZID	5606	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5494	ENTREZID	5606	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
51347	ENTREZID	5606	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4216	ENTREZID	5606	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
9064	ENTREZID	5606	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
11221	ENTREZID	5599	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
1845	ENTREZID	5599	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5494	ENTREZID	5609	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5494	ENTREZID	6416	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10000	ENTREZID	4217	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10000	ENTREZID	6416	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10912	ENTREZID	4216	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
8550	ENTREZID	3315	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23118	ENTREZID	6885	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
10454	ENTREZID	6885	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
51776	ENTREZID	5609	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7786	ENTREZID	5609	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4293	ENTREZID	5609	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7186	ENTREZID	5871	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
836	ENTREZID	6788	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
51295	ENTREZID	7189	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23118	ENTREZID	7189	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7186	ENTREZID	10454	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
929	ENTREZID	10454	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7189	ENTREZID	10454	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
3654	ENTREZID	7189	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7046	ENTREZID	1616	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
7186	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
836	ENTREZID	5058	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
836	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
8717	ENTREZID	836	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
3554	ENTREZID	4615	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
3552	ENTREZID	3554	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5879	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5058	ENTREZID	10746	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23542	ENTREZID	5599	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23542	ENTREZID	5609	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23542	ENTREZID	4296	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23542	ENTREZID	11184	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4296	ENTREZID	23162	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
11184	ENTREZID	4296	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4296	ENTREZID	5609	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5609	ENTREZID	23162	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6416	ENTREZID	5599	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5599	ENTREZID	4775	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5599	ENTREZID	4772	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5599	ENTREZID	1398	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5599	ENTREZID	3727	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
2122	ENTREZID	5599	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
3303	ENTREZID	5599	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5599	ENTREZID	23162	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6416	ENTREZID	2316	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4214	ENTREZID	6416	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6416	ENTREZID	23162	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6416	ENTREZID	1398	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6416	ENTREZID	408	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
5530	ENTREZID	4775	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
23162	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
8491	ENTREZID	4214	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6722	ENTREZID	2353	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
2005	ENTREZID	2353	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
2002	ENTREZID	2353	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6722	ENTREZID	2005	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
6722	ENTREZID	2002	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
2872	ENTREZID	468	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
27330	ENTREZID	468	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
4615	ENTREZID	3654	ENTREZID	Environmental Information Processing-Signal transduction-MAPK signaling pathway
3480	ENTREZID	2885	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2887	ENTREZID	3480	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
5290	ENTREZID	2475	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
10000	ENTREZID	84335	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	23175	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
6198	ENTREZID	1975	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	387	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	5578	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	6446	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
10325	ENTREZID	58528	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
220441	ENTREZID	10325	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
6502	ENTREZID	10325	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
10641	ENTREZID	10325	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
27330	ENTREZID	7248	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
5562	ENTREZID	2475	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
55437	ENTREZID	5562	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
51719	ENTREZID	5562	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
7132	ENTREZID	3551	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
3551	ENTREZID	7248	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
8140	ENTREZID	6520	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
54468	ENTREZID	10641	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
652968	ENTREZID	54468	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
83667	ENTREZID	54468	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
127124	ENTREZID	10542	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
153129	ENTREZID	10542	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
10542	ENTREZID	10325	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
10542	ENTREZID	58528	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
1147	ENTREZID	2475	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	2887	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
57600	ENTREZID	201163	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	57521	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	6249	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	9894	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	9675	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
9894	ENTREZID	9675	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2475	ENTREZID	253260	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
253260	ENTREZID	55615	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
253260	ENTREZID	79109	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
2932	ENTREZID	7248	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
51384	ENTREZID	4040	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
11211	ENTREZID	4040	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
4040	ENTREZID	1855	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
652968	ENTREZID	729438	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
201163	ENTREZID	10325	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
201163	ENTREZID	58528	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
57600	ENTREZID	10325	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
57600	ENTREZID	58528	ENTREZID	Environmental Information Processing-Signal transduction-mTOR signaling pathway
5970	ENTREZID	598	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4790	ENTREZID	596	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	596	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	329	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
3551	ENTREZID	4792	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4792	ENTREZID	5970	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
3553	ENTREZID	3554	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
3554	ENTREZID	7189	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
3554	ENTREZID	3654	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
8740	ENTREZID	4055	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4049	ENTREZID	4055	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4050	ENTREZID	4055	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4055	ENTREZID	7186	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4055	ENTREZID	7188	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4055	ENTREZID	7187	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
329	ENTREZID	7187	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7187	ENTREZID	9020	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7189	ENTREZID	9020	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
1147	ENTREZID	4791	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
6885	ENTREZID	3551	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
10673	ENTREZID	115650	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
115650	ENTREZID	7186	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
115650	ENTREZID	7187	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
959	ENTREZID	958	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
958	ENTREZID	7189	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
958	ENTREZID	7186	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
958	ENTREZID	7187	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
3492	ENTREZID	6850	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
27040	ENTREZID	5335	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5579	ENTREZID	29775	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5588	ENTREZID	29775	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7189	ENTREZID	6885	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4790	ENTREZID	4792	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	4792	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4790	ENTREZID	7128	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	7128	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	7185	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4790	ENTREZID	3576	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	3576	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4791	ENTREZID	6357	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5971	ENTREZID	6357	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4791	ENTREZID	6387	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5971	ENTREZID	6387	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
8600	ENTREZID	8792	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
8792	ENTREZID	7189	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
8792	ENTREZID	7186	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
929	ENTREZID	7099	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7099	ENTREZID	4615	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7099	ENTREZID	114609	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7099	ENTREZID	148022	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
23586	ENTREZID	7186	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7706	ENTREZID	23586	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7186	ENTREZID	6885	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
7535	ENTREZID	27040	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
1457	ENTREZID	4792	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
4790	ENTREZID	5328	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
5970	ENTREZID	5328	ENTREZID	Environmental Information Processing-Signal transduction-NF-kappa B signaling pathway
