base_gene_src	base_id_src	base_gene_dest	base_id_dest	pathway
200186	ENTREZID	10488	ENTREZID	Human Diseases-Endocrine and metabolic disease-Insulin resistance
3175	ENTREZID	6928	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3280	ENTREZID	50674	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3175	ENTREZID	50674	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
5080	ENTREZID	2645	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4760	ENTREZID	2645	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4821	ENTREZID	2645	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
389692	ENTREZID	3651	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
5080	ENTREZID	3651	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3651	ENTREZID	3172	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3651	ENTREZID	4825	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3170	ENTREZID	3651	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
6927	ENTREZID	3171	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
50674	ENTREZID	4760	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
389692	ENTREZID	3630	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
6927	ENTREZID	3174	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4821	ENTREZID	3375	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4821	ENTREZID	3630	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
5080	ENTREZID	3630	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4760	ENTREZID	3630	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
6927	ENTREZID	3172	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4760	ENTREZID	3375	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
5080	ENTREZID	3375	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
50674	ENTREZID	5078	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3172	ENTREZID	6514	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3172	ENTREZID	5313	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3651	ENTREZID	2494	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
50674	ENTREZID	4821	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
50674	ENTREZID	5080	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3087	ENTREZID	3651	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3110	ENTREZID	3651	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
3175	ENTREZID	3651	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
4821	ENTREZID	4825	ENTREZID	Human Diseases-Endocrine and metabolic disease-Maturity onset diabetes of the young
10000	ENTREZID	2931	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
6256	ENTREZID	6720	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
22877	ENTREZID	5313	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
7132	ENTREZID	4790	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
3570	ENTREZID	9021	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
9370	ENTREZID	5465	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
3953	ENTREZID	51422	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
51094	ENTREZID	51422	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
83737	ENTREZID	841	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
54205	ENTREZID	840	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
54205	ENTREZID	836	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
1649	ENTREZID	10018	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
7186	ENTREZID	3551	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
4296	ENTREZID	5599	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
3551	ENTREZID	4790	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
998	ENTREZID	4296	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
5879	ENTREZID	4296	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
7124	ENTREZID	5599	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
7494	ENTREZID	1050	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
10062	ENTREZID	6256	ENTREZID	Human Diseases-Endocrine and metabolic disease-Non-alcoholic fatty liver disease
2645	ENTREZID	5313	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
5290	ENTREZID	6517	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
9370	ENTREZID	6517	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
122809	ENTREZID	3643	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
3643	ENTREZID	5594	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
122809	ENTREZID	3667	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
5594	ENTREZID	3667	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
7124	ENTREZID	3551	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
5580	ENTREZID	3667	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
3651	ENTREZID	3630	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
2475	ENTREZID	3667	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
5590	ENTREZID	3667	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
7124	ENTREZID	2475	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
3767	ENTREZID	773	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
6833	ENTREZID	773	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
773	ENTREZID	3630	ENTREZID	Human Diseases-Endocrine and metabolic disease-Type II diabetes mellitus
3492	ENTREZID	3105	ENTREZID	Human Diseases-Immune disease-Allograft rejection
3492	ENTREZID	7253	ENTREZID	Human Diseases-Immune disease-Autoimmune thyroid disease
3105	ENTREZID	115653	ENTREZID	Human Diseases-Immune disease-Graft-versus-host disease
7097	ENTREZID	4790	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
7100	ENTREZID	4790	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3594	ENTREZID	8807	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3594	ENTREZID	6775	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3595	ENTREZID	6775	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6775	ENTREZID	3558	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6772	ENTREZID	30009	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
30009	ENTREZID	3595	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
30009	ENTREZID	3565	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
30009	ENTREZID	3567	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3725	ENTREZID	3458	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3566	ENTREZID	6778	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6778	ENTREZID	2625	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3561	ENTREZID	6778	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6778	ENTREZID	3586	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
2625	ENTREZID	3565	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
2625	ENTREZID	3458	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
2625	ENTREZID	3596	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
2625	ENTREZID	3567	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
4772	ENTREZID	3565	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
4094	ENTREZID	3565	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6774	ENTREZID	149233	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3594	ENTREZID	6774	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6095	ENTREZID	112744	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6097	ENTREZID	112744	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6774	ENTREZID	59067	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6095	ENTREZID	50616	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6097	ENTREZID	50616	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6774	ENTREZID	6097	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
6774	ENTREZID	6095	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
7040	ENTREZID	50943	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
8807	ENTREZID	3725	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
8807	ENTREZID	4790	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
3595	ENTREZID	8807	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
50943	ENTREZID	6097	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
50615	ENTREZID	6774	ENTREZID	Human Diseases-Immune disease-Inflammatory bowel disease
7422	ENTREZID	2321	ENTREZID	Human Diseases-Immune disease-Rheumatoid arthritis
7097	ENTREZID	2353	ENTREZID	Human Diseases-Immune disease-Rheumatoid arthritis
284	ENTREZID	7010	ENTREZID	Human Diseases-Immune disease-Rheumatoid arthritis
3492	ENTREZID	2209	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
3492	ENTREZID	716	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
3492	ENTREZID	712	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
3492	ENTREZID	715	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
716	ENTREZID	717	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
716	ENTREZID	720	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
712	ENTREZID	717	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
712	ENTREZID	720	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
715	ENTREZID	717	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
715	ENTREZID	720	ENTREZID	Human Diseases-Immune disease-Systemic lupus erythematosus
1499	ENTREZID	79658	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
1499	ENTREZID	1495	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
79658	ENTREZID	60	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
5290	ENTREZID	998	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
2017	ENTREZID	1759	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
3678	ENTREZID	3611	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
9564	ENTREZID	5829	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
867	ENTREZID	4233	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
391	ENTREZID	63916	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
26084	ENTREZID	391	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
63916	ENTREZID	1793	ENTREZID	Human Diseases-Infectious disease- bacterial-Bacterial invasion of epithelial cells
1432	ENTREZID	3576	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
1432	ENTREZID	2919	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
3725	ENTREZID	2919	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
5058	ENTREZID	6416	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
5058	ENTREZID	9020	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
10392	ENTREZID	4790	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
9020	ENTREZID	3551	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
9020	ENTREZID	8517	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
150084	ENTREZID	7082	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
6868	ENTREZID	1839	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
102	ENTREZID	1839	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
3577	ENTREZID	102	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
1445	ENTREZID	4067	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
5803	ENTREZID	28964	ENTREZID	Human Diseases-Infectious disease- bacterial-Epithelial cell signaling in Helicobacter pylori infection
4671	ENTREZID	834	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
58484	ENTREZID	834	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
834	ENTREZID	840	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4671	ENTREZID	840	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
718	ENTREZID	1378	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
718	ENTREZID	3684	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
718	ENTREZID	3689	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
1915	ENTREZID	3297	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
3297	ENTREZID	3303	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
7100	ENTREZID	4615	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
929	ENTREZID	7097	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4615	ENTREZID	3576	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4615	ENTREZID	2919	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4615	ENTREZID	3592	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4615	ENTREZID	3569	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4615	ENTREZID	7124	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
4615	ENTREZID	3553	ENTREZID	Human Diseases-Infectious disease- bacterial-Legionellosis
10376	ENTREZID	9181	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
147179	ENTREZID	8976	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
4690	ENTREZID	147179	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10381	ENTREZID	9181	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
7430	ENTREZID	387	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
2147	ENTREZID	1902	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
9368	ENTREZID	7430	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
147945	ENTREZID	29108	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
147945	ENTREZID	834	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
4671	ENTREZID	147945	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
6188	ENTREZID	5970	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
8517	ENTREZID	4792	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
7186	ENTREZID	8737	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
2597	ENTREZID	7186	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
3554	ENTREZID	114609	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
5777	ENTREZID	7189	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
6885	ENTREZID	5599	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10454	ENTREZID	5599	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
6885	ENTREZID	1432	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10454	ENTREZID	1432	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
6885	ENTREZID	5594	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10454	ENTREZID	5594	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
2353	ENTREZID	3569	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
2353	ENTREZID	3553	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
27128	ENTREZID	382	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
382	ENTREZID	375	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
375	ENTREZID	23191	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
375	ENTREZID	55845	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
375	ENTREZID	10006	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
375	ENTREZID	10163	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
375	ENTREZID	10787	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
2212	ENTREZID	5879	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
5879	ENTREZID	55845	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
5879	ENTREZID	10006	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
9138	ENTREZID	998	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
6714	ENTREZID	2212	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
3492	ENTREZID	2212	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
283446	ENTREZID	60	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10061	ENTREZID	842	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
7009	ENTREZID	581	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
7009	ENTREZID	578	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
837	ENTREZID	834	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
5970	ENTREZID	3569	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
6885	ENTREZID	8517	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10454	ENTREZID	3551	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
10454	ENTREZID	8517	ENTREZID	Human Diseases-Infectious disease- bacterial-Pathogenic Escherichia coli infection
7099	ENTREZID	2770	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
7099	ENTREZID	5594	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
7189	ENTREZID	4790	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
148022	ENTREZID	3661	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
10392	ENTREZID	3552	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
3552	ENTREZID	4843	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
2770	ENTREZID	5594	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
2770	ENTREZID	5599	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
2770	ENTREZID	1432	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
387	ENTREZID	1072	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
722	ENTREZID	720	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
710	ENTREZID	715	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
710	ENTREZID	716	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
710	ENTREZID	712	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
717	ENTREZID	727	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
720	ENTREZID	727	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
7189	ENTREZID	1432	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
7189	ENTREZID	5599	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
3394	ENTREZID	3592	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
3659	ENTREZID	3592	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
114548	ENTREZID	3553	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
29108	ENTREZID	3553	ENTREZID	Human Diseases-Infectious disease- bacterial-Pertussis
5606	ENTREZID	5594	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
26263	ENTREZID	4792	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
6500	ENTREZID	4792	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10454	ENTREZID	5609	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10454	ENTREZID	5606	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
58484	ENTREZID	29108	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
4671	ENTREZID	58484	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
837	ENTREZID	79792	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
834	ENTREZID	79792	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10392	ENTREZID	8767	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
998	ENTREZID	10392	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5879	ENTREZID	10392	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
387	ENTREZID	10392	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
3320	ENTREZID	8767	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
8767	ENTREZID	4790	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
8767	ENTREZID	5970	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
8517	ENTREZID	6188	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
3551	ENTREZID	6188	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
1147	ENTREZID	6188	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
6188	ENTREZID	4790	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
3836	ENTREZID	4790	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
3836	ENTREZID	5970	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
1434	ENTREZID	3836	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5058	ENTREZID	5894	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5585	ENTREZID	4790	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5585	ENTREZID	5970	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5879	ENTREZID	834	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10000	ENTREZID	834	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10000	ENTREZID	29108	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5879	ENTREZID	10810	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10006	ENTREZID	10092	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
23191	ENTREZID	10092	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10810	ENTREZID	10092	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10787	ENTREZID	10092	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5286	ENTREZID	27128	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
375	ENTREZID	10810	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5058	ENTREZID	4646	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
4646	ENTREZID	5286	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
5286	ENTREZID	112574	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
112574	ENTREZID	8976	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
112574	ENTREZID	1785	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
9475	ENTREZID	103910	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
9475	ENTREZID	29109	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
23265	ENTREZID	60412	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
55770	ENTREZID	60412	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
10640	ENTREZID	60412	ENTREZID	Human Diseases-Infectious disease- bacterial-Salmonella infection
